YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,FLOODS
3941,9.7,7.4,43.8,52.2,71.2,193.0,275.8,234.7,178.9,116.6,21.6,24.0,1228.8,17.1,167.2,882.3,162.2,1
3942,13.1,49.2,22.5,32.4,59.2,249.9,307.0,392.8,232.1,56.8,23.2,43.3,1481.5,62.3,114.1,1181.8,123.3,1
3943,11.7,0.0,38.3,62.2,59.3,177.1,275.3,337.7,204.4,58.6,42.6,12.9,1280.2,11.7,159.8,994.6,114.1,1
3944,19.8,13.6,2.6,32.5,84.7,186.6,294.6,306.9,184.1,88.3,64.4,12.3,1290.4,33.5,119.8,972.2,164.9,1
3945,8.1,27.2,44.4,76.0,108.8,240.1,263.6,330.9,117.2,67.3,28.8,20.7,1333.0,35.3,229.1,951.7,116.8,0
3946,31.5,30.2,20.0,42.2,69.0,90.1,227.2,280.9,267.9,97.9,0.0,7.2,1164.1,61.6,131.3,866.1,105.1,1
3947,18.0,20.6,30.2,59.8,80.3,203.6,328.2,367.5,155.6,80.1,1.7,0.0,1345.5,38.6,170.3,1054.8,81.8,1
3948,17.9,21.2,28.3,61.4,71.2,174.4,252.8,318.6,241.3,89.5,39.0,27.4,1343.0,39.1,160.9,987.0,155.9,1
3949,14.1,27.7,7.1,31.2,90.5,206.1,306.5,166.8,199.1,55.3,3.5,9.3,1117.3,41.8,128.8,878.6,68.1,1
3950,19.9,18.8,9.2,0.0,49.0,148.4,323.7,300.1,122.7,89.4,15.7,27.6,1124.5,38.6,58.3,895.0,132.6,1
3951,27.9,41.5,47.4,52.9,92.1,130.0,253.9,333.3,255.1,124.0,33.2,7.6,1399.1,69.4,192.5,972.4,164.9,1
3952,7.6,33.8,37.2,46.6,93.1,182.7,210.7,260.3,203.2,60.4,0.0,17.3,1153.0,41.3,176.9,857.0,77.8,1
3953,10.1,34.2,48.9,57.2,92.3,265.7,464.8,288.6,259.4,116.8,25.4,25.4,1688.9,44.3,198.4,1278.6,167.6,1
3954,14.4,8.5,35.8,40.0,43.5,222.4,258.1,238.3,180.5,80.0,9.7,27.8,1159.0,22.8,119.4,899.2,117.5,1
3955,1.8,20.9,32.6,35.5,57.3,147.1,338.6,186.3,226.6,109.9,3.0,18.6,1178.3,22.7,125.4,898.6,131.5,1
3956,8.2,17.8,0.0,89.2,68.7,101.2,430.8,174.6,98.3,86.9,17.0,18.0,1110.7,26.0,157.9,804.9,121.9,0
3957,12.3,7.9,25.1,12.6,23.6,82.5,350.3,175.5,164.0,80.7,11.6,22.8,969.0,20.2,61.4,772.2,115.2,0
3958,28.5,27.0,29.5,61.1,106.7,247.4,274.0,325.5,123.8,95.3,42.4,21.1,1382.3,55.5,197.3,970.7,158.8,1
3959,21.2,14.5,65.2,32.4,61.7,122.5,290.3,110.7,170.5,128.1,56.9,1.8,1075.6,35.6,159.2,693.9,186.8,0
3960,20.3,31.2,42.4,37.6,69.9,157.1,236.7,234.7,214.5,91.0,25.7,2.0,1163.1,51.5,149.9,843.0,118.7,1
3961,28.2,7.0,57.6,38.0,45.8,247.7,356.7,227.9,158.6,100.2,21.1,0.0,1288.9,35.2,141.5,990.9,121.3,1
3962,16.4,46.1,40.8,27.3,24.8,86.2,334.6,260.8,234.9,68.0,24.7,24.4,1189.1,62.4,92.9,916.6,117.1,0
3963,22.7,9.5,17.2,57.6,45.1,257.1,259.0,153.8,145.5,141.7,10.8,11.6,1131.4,32.1,119.9,815.3,164.2,0
3964,16.8,25.1,32.1,75.6,68.1,161.0,222.0,307.5,236.0,106.3,7.2,25.0,1282.8,41.8,175.8,926.6,138.6,1
3965,21.2,33.1,34.3,55.3,80.9,111.8,202.5,193.4,258.1,85.0,0.1,20.4,1096.1,54.3,170.4,765.9,105.5,0
3966,11.0,14.0,13.1,47.3,66.5,161.4,364.1,357.0,242.7,77.3,6.4,5.0,1365.8,25.0,126.9,1125.2,88.7,1
3967,0.0,33.9,23.1,23.3,71.7,135.3,303.4,237.7,172.1,119.2,65.6,14.7,1200.0,33.9,118.1,848.5,199.5,0
3968,16.4,4.8,26.3,56.4,52.6,199.2,310.0,273.5,79.5,59.0,19.2,11.0,1107.8,21.2,135.2,862.3,89.2,1
3969,35.1,42.3,58.9,92.4,75.9,139.4,237.4,280.3,220.3,14.3,0.0,9.3,1205.5,77.4,227.2,877.3,23.5,0
3970,29.1,22.2,0.0,36.6,103.5,69.9,192.6,296.6,183.5,84.8,21.3,26.1,1066.0,51.3,140.1,742.5,132.1,0
3971,29.6,13.7,51.7,36.7,81.7,162.9,362.4,282.5,139.1,127.2,1.2,43.6,1332.3,43.2,170.2,946.9,172.0,1
3972,32.8,17.8,13.1,32.7,84.7,100.4,297.9,251.0,161.1,142.5,34.2,28.3,1196.4,50.6,130.5,810.4,204.9,0
3973,19.1,33.3,5.3,34.2,70.2,186.2,358.5,303.3,264.6,77.9,32.0,15.7,1400.5,52.4,109.8,1112.7,125.7,1
3974,20.4,13.8,51.2,0.0,19.9,109.7,268.0,311.7,130.9,83.7,34.1,29.9,1073.2,34.2,71.2,820.2,147.6,1
3975,10.6,11.5,43.2,53.9,32.7,148.2,278.4,228.0,214.4,101.7,32.2,34.8,1189.6,22.1,129.8,868.9,168.8,1
3976,14.2,18.9,52.6,26.4,74.7,185.0,344.9,309.0,201.3,72.0,25.5,0.7,1325.3,33.1,153.7,1040.3,98.2,1
3977,25.4,5.5,44.4,9.6,61.7,163.3,346.3,361.0,171.4,101.6,3.9,29.5,1323.6,30.9,115.7,1042.0,135.0,1
3978,32.4,47.5,67.1,61.6,74.3,188.8,350.8,328.0,223.5,78.8,31.5,24.5,1508.7,79.9,203.0,1091.1,134.7,1
3979,16.3,14.1,40.1,21.2,108.9,212.4,274.3,343.4,274.9,120.4,53.4,29.1,1508.5,30.4,170.2,1105.0,202.9,1
3980,12.6,33.6,27.2,37.5,82.3,111.3,338.0,291.7,174.6,109.5,69.3,24.9,1312.6,46.2,147.1,915.6,203.7,1
3981,18.0,24.9,36.2,77.3,97.2,171.5,372.6,216.3,177.4,112.8,28.2,13.5,1345.9,42.9,210.7,937.8,154.5,1
3982,25.2,8.2,52.4,14.0,64.7,0.0,287.7,224.9,222.3,74.2,30.4,38.4,1042.4,33.4,131.0,735.0,143.0,0
3983,0.7,21.9,16.0,11.3,39.4,188.6,259.1,301.8,237.7,155.2,43.0,19.7,1294.3,22.6,66.7,987.2,217.9,1
3984,0.0,33.0,18.3,50.9,60.4,158.5,389.0,344.1,183.4,100.4,62.9,11.2,1411.9,33.0,129.6,1074.9,174.5,1
3985,11.4,19.4,24.4,70.3,39.5,120.9,249.2,469.4,174.1,91.4,23.3,21.6,1314.9,30.8,134.2,1013.7,136.2,1
3986,3.4,38.7,0.0,10.4,105.6,192.4,339.1,346.8,74.7,53.1,46.9,26.7,1237.6,42.1,116.0,952.9,126.6,1
3987,11.9,36.3,32.5,54.0,84.1,239.5,290.9,200.4,149.5,78.3,16.5,17.0,1211.0,48.2,170.6,880.4,111.9,1
3988,16.2,34.9,0.0,57.8,76.6,148.8,166.1,227.8,130.8,86.3,39.6,20.3,1005.2,51.1,134.4,673.5,146.3,0
3989,12.6,15.6,31.0,0.0,96.6,123.0,374.0,434.9,225.6,52.1,52.4,17.0,1434.7,28.1,127.6,1157.6,121.5,1
3990,35.4,6.9,45.6,62.6,5.4,184.1,102.0,265.4,177.3,70.9,7.2,8.7,971.5,42.3,113.6,728.8,86.8,1
3991,21.9,13.4,21.4,64.3,78.5,101.5,156.1,283.2,175.3,75.7,22.5,7.0,1020.8,35.3,164.2,716.2,105.2,0
3992,21.6,24.7,60.2,38.1,25.3,138.7,331.9,214.7,189.5,84.1,52.1,0.6,1181.6,46.4,123.6,874.8,136.8,1
3993,25.5,29.6,3.7,72.6,61.8,242.2,331.9,386.4,144.8,15.0,45.3,32.7,1391.5,55.1,138.1,1105.3,93.0,1
3994,4.3,0.0,51.4,70.0,53.3,178.4,250.4,314.0,270.8,76.9,53.7,13.5,1336.8,4.3,174.7,1013.6,144.1,1
3995,30.5,21.9,42.2,47.3,80.5,71.6,305.3,227.3,257.5,67.7,50.0,0.0,1201.7,52.4,169.9,861.8,117.6,1
3996,17.1,24.2,0.0,35.1,68.4,76.2,117.8,212.4,274.1,81.2,26.2,20.4,953.0,41.3,103.5,680.5,127.7,0
3997,26.0,18.1,78.8,23.6,99.7,183.9,344.5,300.9,225.5,121.3,77.0,20.1,1519.5,44.2,202.1,1054.8,218.5,1
3998,5.1,40.1,28.9,44.2,45.1,222.4,312.5,283.0,188.5,160.0,35.7,0.0,1365.5,45.2,118.2,1006.4,195.7,1
3999,0.0,27.9,14.2,57.5,81.9,86.0,291.8,336.6,274.0,107.8,0.0,6.8,1284.5,27.9,153.6,988.4,114.6,1
4000,27.8,40.3,4.7,37.9,66.5,199.7,296.5,317.2,154.6,35.1,27.4,6.4,1214.0,68.2,109.1,968.0,68.8,1
4001,22.5,19.0,26.0,0.0,16.2,248.2,329.5,262.0,144.7,68.9,23.6,7.8,1168.5,41.5,42.3,984.4,100.3,1
4002,7.2,35.1,27.7,72.9,36.3,278.8,293.0,243.0,158.7,104.6,48.9,29.3,1335.6,42.3,136.9,973.6,182.9,0
4003,7.6,44.9,31.8,49.2,57.8,193.2,163.8,269.1,217.2,100.4,24.0,14.4,1173.3,52.5,138.8,843.3,138.7,1
4004,31.5,40.4,24.6,36.6,93.1,202.9,448.7,242.6,150.4,119.5,55.0,11.3,1456.6,71.9,154.4,1044.5,185.8,1
4005,3.7,6.7,41.4,63.9,75.0,57.7,379.1,271.1,181.9,78.3,44.2,28.3,1231.3,10.4,180.2,889.8,150.8,1
4006,37.7,18.4,23.0,78.5,29.3,290.5,205.1,281.1,106.7,68.2,13.0,21.4,1173.0,56.2,130.9,883.4,102.6,1
4007,7.2,17.2,0.0,0.0,58.1,143.3,270.8,218.9,215.0,148.6,30.2,0.0,1109.4,24.4,58.1,848.1,178.8,1
4008,25.7,28.8,27.3,54.6,118.5,123.7,278.5,322.9,111.1,84.2,17.5,9.2,1201.9,54.5,200.4,836.1,110.9,1
4009,14.1,31.6,0.0,13.6,65.1,161.0,370.5,254.8,141.5,43.4,36.7,19.5,1151.8,45.7,78.7,927.8,99.6,0
4010,25.2,10.3,36.4,56.0,52.8,258.1,143.9,222.8,253.3,138.1,17.4,5.7,1219.9,35.5,145.2,878.0,161.2,0
4011,11.5,22.9,12.4,47.8,75.8,296.4,260.1,256.1,251.4,25.1,34.5,38.3,1332.3,34.4,136.0,1064.0,98.0,1
4012,16.0,0.0,32.9,59.0,83.4,181.9,171.8,296.5,209.5,0.0,27.6,17.2,1095.7,16.0,175.3,859.6,44.8,0
4013,18.5,42.2,53.7,34.0,49.2,229.9,275.0,285.6,204.3,111.2,30.0,7.7,1341.4,60.7,136.9,994.9,148.9,1
4014,6.0,14.8,12.9,3.8,76.1,177.4,261.9,308.7,162.4,116.6,74.0,3.6,1218.3,20.8,92.8,910.4,194.3,1
4015,26.9,22.8,49.1,35.1,52.8,117.9,300.6,341.1,149.8,97.7,25.8,26.2,1245.8,49.7,137.0,909.4,149.7,1
4016,11.8,17.7,22.2,54.0,82.1,256.2,252.7,368.7,171.2,32.5,0.0,8.9,1278.0,29.5,158.3,1048.8,41.4,1
4017,15.3,38.0,61.6,67.3,66.8,140.8,242.4,299.4,111.3,79.8,53.3,20.2,1196.1,53.3,195.6,793.9,153.3,0
4018,6.1,0.0,23.4,19.2,75.5,259.5,338.4,207.3,203.1,71.4,53.2,3.3,1260.4,6.1,118.1,1008.2,127.9,1
4019,0.0,21.8,14.9,67.6,40.7,246.4,326.8,261.7,192.5,61.6,0.0,16.8,1250.8,21.8,123.2,1027.5,78.4,1
4020,15.7,20.5,42.4,30.7,39.0,208.8,333.6,211.7,141.5,135.7,19.0,9.0,1207.5,36.2,112.1,895.5,163.6,1
4021,47.0,15.6,22.2,53.0,88.5,275.6,282.6,395.4,271.6,42.2,41.7,12.5,1547.8,62.6,163.6,1225.2,96.5,1
4022,27.4,46.2,14.9,33.8,59.8,297.8,255.0,415.1,221.6,94.0,43.5,7.2,1516.2,73.6,108.4,1189.5,144.7,1
4023,17.8,9.6,21.4,49.0,70.0,165.4,286.7,324.2,226.0,127.4,32.9,27.3,1357.5,27.3,140.4,1002.2,187.6,1
4024,14.8,32.8,29.2,64.6,53.4,130.5,330.1,338.4,164.7,96.5,33.4,10.6,1299.0,47.7,147.2,963.6,140.5,1
4025,18.3,27.0,54.2,18.0,87.2,72.5,142.6,297.1,189.9,129.2,14.2,14.4,1064.5,45.3,159.3,702.1,157.8,0
4026,24.6,39.7,0.0,30.0,45.0,298.5,322.6,304.9,222.6,103.4,0.0,15.0,1406.2,64.2,75.0,1148.6,118.4,1
4027,3.8,12.7,30.4,49.1,58.2,150.8,316.6,171.4,197.9,98.3,74.0,33.7,1197.0,16.5,137.7,836.8,206.0,0
4028,31.4,11.7,41.2,97.8,84.0,237.4,299.4,275.0,273.3,95.9,13.6,25.8,1486.6,43.1,223.1,1085.0,135.4,1
4029,26.6,37.3,33.5,26.0,94.8,134.2,284.5,220.1,179.4,105.3,36.5,24.7,1203.1,63.9,154.3,818.3,166.5,1
4030,26.6,28.0,53.6,89.9,47.3,259.6,115.4,299.1,163.8,67.3,29.8,0.0,1180.4,54.6,190.8,837.9,97.2,1
4031,23.3,0.4,28.7,89.1,116.9,136.5,264.2,275.9,223.0,32.5,50.9,8.8,1250.1,23.6,234.6,899.6,92.3,1
4032,18.2,14.4,26.7,42.9,70.8,109.5,420.3,412.4,124.2,118.3,35.3,29.1,1422.0,32.7,140.3,1066.3,182.6,1
4033,26.1,27.4,40.7,38.4,32.8,163.5,295.9,342.3,238.1,126.1,36.1,3.1,1370.5,53.5,111.9,1039.8,165.3,1
4034,25.1,33.7,31.8,29.8,72.3,145.8,273.5,299.3,122.4,91.6,0.0,16.9,1142.2,58.8,133.9,841.0,108.5,0
4035,13.8,12.5,23.0,43.5,51.3,207.8,296.2,261.8,223.2,61.2,16.3,4.3,1214.8,26.2,117.7,989.0,81.8,0
4036,11.1,0.0,39.3,14.1,74.2,172.2,319.8,394.0,156.3,22.8,47.9,5.4,1257.0,11.1,127.5,1042.3,76.1,1
4037,19.2,29.3,18.3,43.3,60.8,209.5,341.1,278.0,214.8,85.3,46.1,34.5,1380.2,48.5,122.4,1043.4,165.8,1
4038,36.6,4.9,19.0,77.9,64.1,159.0,279.0,302.6,237.2,30.7,14.0,23.9,1248.8,41.5,161.0,977.7,68.6,1
4039,3.1,0.0,20.5,31.6,36.5,138.4,324.7,282.9,198.0,25.4,1.4,26.8,1089.3,3.1,88.5,944.0,53.7,0
4040,0.4,0.0,54.4,39.7,89.7,142.9,412.4,252.5,127.6,81.2,35.5,24.6,1260.9,0.4,183.8,935.4,141.4,1
4041,20.0,33.4,0.0,7.6,29.6,287.5,365.4,282.5,143.4,53.0,0.0,14.5,1236.8,53.4,37.2,1078.8,67.4,0
4042,18.6,23.8,37.1,53.2,31.0,187.4,458.8,146.6,152.1,95.1,10.0,8.4,1222.2,42.4,121.3,944.9,113.5,1
4043,20.1,18.8,30.6,50.8,72.3,65.9,249.0,174.8,91.5,75.9,68.2,11.6,929.5,38.9,153.7,581.1,155.7,0
4044,20.9,41.4,0.0,46.4,106.9,146.4,412.3,303.8,248.6,58.9,61.9,13.9,1461.5,62.4,153.3,1111.1,134.7,1
4045,15.3,30.9,35.6,40.2,52.1,180.3,239.7,386.6,195.7,17.2,42.7,35.5,1272.0,46.2,127.9,1002.3,95.5,1
4046,35.9,44.6,38.6,38.6,81.6,276.5,319.7,303.7,131.0,49.6,39.1,1.3,1360.2,80.5,158.8,1030.9,90.0,1
4047,0.0,2.5,40.6,56.0,92.1,231.6,346.3,231.0,265.7,51.0,0.0,9.9,1326.7,2.5,188.7,1074.6,60.9,1
4048,8.1,21.5,0.0,44.4,84.8,124.3,259.2,181.9,153.5,35.4,18.2,6.0,937.3,29.6,129.2,719.0,59.6,1
4049,16.8,0.0,54.6,51.9,53.3,308.0,301.2,333.3,203.0,69.5,27.1,27.6,1446.3,16.8,159.8,1145.5,124.2,1
4050,0.0,18.8,16.7,49.7,31.5,173.3,358.7,241.4,147.1,38.4,18.6,36.4,1130.6,18.8,97.9,920.5,93.4,1
4051,15.9,18.5,42.4,69.7,0.2,243.5,245.3,323.7,85.1,75.8,26.0,19.4,1165.5,34.4,112.3,897.6,121.2,1
4052,37.9,30.8,43.3,59.9,54.6,111.5,411.9,306.5,119.0,91.1,59.0,20.3,1345.9,68.7,157.9,948.9,170.4,1
4053,18.3,22.6,14.2,49.2,95.0,43.1,198.1,312.5,166.7,50.6,22.2,17.0,1009.5,40.9,158.4,720.4,89.8,1
4054,20.8,30.7,41.9,78.4,30.5,97.5,430.8,282.3,236.7,98.2,26.2,20.8,1394.8,51.5,150.8,1047.3,145.2,1
4055,2.9,31.8,23.1,54.2,81.6,0.0,365.1,306.1,208.0,30.3,47.8,24.5,1175.4,34.7,158.9,879.2,102.6,1
4056,10.6,52.2,0.0,73.7,35.4,291.2,288.7,271.9,197.3,39.7,4.6,20.7,1286.0,62.8,109.1,1049.1,65.0,1
4057,13.5,17.6,51.0,58.4,65.0,186.8,266.8,236.8,85.5,77.7,16.2,21.5,1096.7,31.1,174.3,775.9,115.4,0
4058,14.2,8.8,16.0,4.5,81.8,124.1,259.5,214.5,256.0,108.1,18.2,24.5,1130.4,23.0,102.3,854.2,150.9,0
4059,33.4,25.4,14.6,73.7,43.5,199.9,285.5,117.8,201.6,115.0,34.1,0.0,1144.6,58.8,131.9,804.8,149.1,1
4060,24.7,10.8,22.7,48.0,66.8,185.4,291.6,267.7,183.8,143.3,26.1,16.0,1286.8,35.5,137.5,928.5,185.4,1
4061,4.7,42.7,34.9,43.9,50.4,209.2,382.9,383.3,248.9,67.7,26.7,19.4,1514.5,47.4,129.1,1224.2,113.8,1
4062,21.0,18.0,29.0,51.2,81.7,241.5,432.8,329.6,254.9,77.2,19.7,20.6,1577.2,39.0,161.9,1258.8,117.4,1
4063,24.0,14.1,39.9,37.4,68.6,159.1,309.0,295.5,250.0,42.8,11.6,14.1,1265.9,38.1,145.9,1013.5,68.5,1
4064,31.7,15.4,5.9,50.0,63.6,126.6,235.8,230.1,177.2,34.4,45.2,17.8,1033.5,47.1,119.5,769.7,97.3,0
4065,37.0,32.1,16.6,32.0,105.6,220.5,256.8,347.8,137.8,90.7,26.2,8.1,1311.2,69.0,154.2,963.0,125.0,1
4066,5.8,19.8,27.9,73.0,80.5,219.1,282.2,271.9,241.4,52.5,45.4,0.0,1319.6,25.6,181.5,1014.6,97.9,1
4067,8.3,13.0,64.2,42.5,42.7,180.5,222.9,387.1,119.0,128.8,10.8,26.8,1246.6,21.3,149.3,909.5,166.4,1
4068,2.9,45.3,28.0,36.6,59.6,294.8,212.5,213.3,291.3,26.4,19.7,3.5,1233.8,48.2,124.1,1011.8,49.6,1
4069,15.2,10.0,49.5,24.7,59.9,150.9,441.8,229.0,191.5,100.5,28.6,14.2,1315.7,25.2,134.1,1013.2,143.3,1
4070,23.6,22.5,30.7,50.9,64.2,125.5,316.2,222.4,134.8,43.8,30.4,7.8,1072.8,46.1,145.9,798.9,82.0,1
4071,29.8,31.1,21.3,49.1,132.7,198.0,236.7,179.2,125.9,50.8,48.1,33.5,1136.3,61.0,203.1,739.8,132.4,1
4072,17.1,0.0,25.6,53.5,72.4,137.9,352.2,216.3,123.6,102.5,24.4,15.1,1140.5,17.1,151.5,829.9,142.0,1
4073,14.2,28.7,27.0,22.4,5.0,202.3,212.5,287.0,197.3,56.3,47.9,12.6,1113.2,42.9,54.4,899.1,116.8,1
4074,19.8,7.2,40.9,9.8,46.8,129.2,218.3,231.6,189.7,62.4,40.5,24.2,1020.3,27.0,97.4,768.7,127.1,1
4075,8.0,33.5,54.7,58.8,7.9,153.0,238.8,17.8,125.7,51.1,30.9,39.7,819.9,41.5,121.4,535.3,121.7,1
4076,43.1,8.5,36.5,77.7,52.8,279.0,410.8,353.1,171.5,149.8,14.0,20.5,1617.1,51.6,166.9,1214.3,184.3,1
4077,0.0,31.7,51.4,22.4,6.4,152.7,277.3,165.5,118.9,58.5,48.1,11.8,944.7,31.7,80.1,714.3,118.5,1
4078,20.2,37.5,12.6,80.0,37.6,131.1,124.1,320.1,220.6,84.0,14.5,23.7,1105.8,57.7,130.2,795.9,122.1,0
4079,42.3,34.1,22.5,51.2,19.4,239.4,379.7,282.1,187.2,74.3,32.6,0.0,1364.8,76.3,93.2,1088.4,106.9,1
4080,18.1,25.5,17.0,44.8,72.8,117.2,273.6,424.0,170.3,90.4,31.9,16.5,1302.1,43.6,134.6,985.1,138.8,1
4081,15.7,18.8,35.7,36.3,62.0,136.9,165.5,347.8,123.0,58.6,28.9,37.9,1067.1,34.5,133.9,773.2,125.4,1
4082,13.7,13.9,23.5,14.5,70.5,206.7,272.8,245.7,174.4,74.4,25.2,17.7,1153.1,27.6,108.6,899.6,117.3,1
4083,15.8,42.6,43.1,66.7,59.1,226.6,331.5,232.3,168.4,97.0,16.6,17.2,1316.9,58.4,168.9,958.8,130.7,1
4084,34.5,12.2,13.2,27.9,23.0,242.1,323.3,382.2,206.5,49.2,0.7,16.2,1331.0,46.7,64.1,1154.1,66.1,1
4085,0.0,7.5,30.8,27.8,76.4,133.9,420.9,179.6,198.7,123.4,61.1,11.6,1271.7,7.5,135.0,933.1,196.1,1
4086,36.4,31.3,42.4,66.8,115.8,207.8,235.3,293.0,231.2,127.0,23.2,19.5,1429.7,67.7,225.0,967.3,169.7,1
4087,0.9,10.9,0.0,3.6,73.5,149.4,298.3,271.1,164.8,105.0,30.4,24.5,1132.3,11.8,77.0,883.5,160.0,0
4088,14.8,8.7,68.2,11.5,50.1,141.7,246.0,256.7,93.3,84.7,30.3,12.3,1018.2,23.5,129.7,737.6,127.3,0
4089,12.8,1.8,24.9,44.6,22.0,241.2,187.0,304.0,241.5,0.0,54.9,0.0,1134.9,14.6,91.5,973.8,54.9,1
4090,25.1,15.2,0.0,51.5,36.6,144.8,357.0,292.9,141.3,98.1,71.7,21.1,1255.2,40.3,88.0,936.0,190.9,1
4091,0.0,20.8,32.8,55.7,74.7,190.3,327.4,311.1,132.4,67.1,36.2,39.5,1288.1,20.8,163.2,961.3,142.8,1
4092,23.5,25.4,30.6,38.4,92.0,183.6,314.9,289.5,187.8,72.6,29.9,11.9,1299.9,48.9,161.0,975.6,114.4,1
4093,42.3,35.3,28.5,100.7,69.3,116.1,324.9,308.4,205.7,9.9,10.5,0.0,1251.6,77.6,198.5,955.1,20.4,1
4094,1.6,29.4,47.8,40.0,84.4,228.1,247.0,286.3,162.4,100.8,4.1,23.5,1255.5,31.0,172.2,923.9,128.3,1
4095,20.3,19.3,43.5,39.9,81.8,205.8,224.6,235.2,162.0,27.0,0.0,35.2,1094.5,39.6,165.2,827.6,62.1,0
4096,10.1,19.2,35.4,27.5,76.2,65.8,297.6,280.3,169.7,86.5,17.1,21.8,1107.0,29.3,139.0,813.3,125.4,1
4097,23.1,29.1,38.1,47.7,43.6,190.3,376.3,231.4,263.7,116.4,0.0,35.0,1394.6,52.3,129.4,1061.6,151.3,1
4098,18.2,39.8,28.1,58.5,66.9,132.5,407.6,226.9,189.9,64.2,54.6,24.7,1311.9,58.0,153.5,956.8,143.5,1
4099,10.3,23.8,62.0,71.5,38.2,235.3,350.7,257.1,139.7,128.2,41.5,23.8,1382.0,34.1,171.7,982.8,193.4,1
4100,23.9,15.4,3.4,12.2,62.5,95.5,297.0,271.9,140.2,53.6,28.0,10.3,1013.9,39.3,78.1,804.6,91.9,0
4101,39.7,8.1,32.5,39.6,71.3,155.4,313.9,282.4,177.0,104.8,55.2,19.1,1298.9,47.8,143.4,928.6,179.1,0
4102,15.7,1.8,31.2,54.8,109.0,194.9,295.8,342.3,202.4,32.4,11.6,15.7,1307.6,17.5,195.0,1035.4,59.7,1
4103,26.6,31.3,44.6,57.9,25.3,178.0,223.2,246.1,215.2,121.2,16.6,15.3,1201.4,58.0,127.9,862.4,153.1,1
4104,2.5,30.1,14.8,45.1,75.5,217.0,296.7,293.4,196.5,115.3,0.0,13.2,1300.0,32.6,135.4,1003.5,128.5,1
4105,6.5,30.1,0.0,56.9,103.5,91.5,201.6,288.0,146.2,99.8,48.5,18.5,1091.1,36.6,160.4,727.3,166.8,0
4106,23.7,20.2,32.8,27.2,83.2,265.9,286.3,238.6,168.0,67.1,16.8,1.7,1231.5,43.9,143.3,958.7,85.6,1
4107,35.8,41.7,35.1,79.3,85.3,203.9,409.5,285.0,228.2,28.7,33.3,24.9,1490.7,77.5,199.7,1126.6,87.0,1
4108,22.3,15.2,56.8,66.8,78.5,249.8,352.6,348.2,130.4,67.2,53.1,6.3,1447.1,37.5,202.1,1081.0,126.6,1
4109,14.2,35.4,7.1,15.4,98.4,223.1,230.4,292.7,165.8,124.2,60.4,13.2,1280.3,49.6,120.9,911.9,197.9,1
4110,18.0,21.5,50.8,21.3,31.6,174.4,289.9,295.4,221.1,86.9,32.4,19.6,1262.9,39.4,103.7,980.8,139.0,1
4111,3.0,13.5,72.6,22.0,23.2,104.4,236.6,232.0,235.5,23.0,40.7,5.8,1012.2,16.5,117.8,808.5,69.5,1
4112,25.3,30.3,23.2,59.9,61.8,144.0,290.6,413.9,180.0,39.3,14.9,0.0,1283.2,55.5,144.9,1028.5,54.2,1
4113,28.6,27.7,6.8,16.7,1.5,262.4,367.9,235.9,168.6,129.6,66.7,11.8,1324.2,56.3,25.0,1034.8,208.1,1
4114,12.6,27.0,22.7,37.7,96.5,251.2,340.7,166.6,121.2,100.5,29.7,0.3,1206.6,39.6,156.9,879.8,130.5,1
4115,12.4,23.1,30.3,55.0,96.2,140.9,468.9,338.5,217.3,35.1,34.6,23.8,1476.1,35.5,181.4,1165.6,93.5,1
4116,21.2,21.5,40.1,43.5,49.9,20.0,378.5,272.2,258.6,14.9,24.9,3.3,1148.5,42.7,133.6,929.2,43.1,0
4117,12.8,55.4,19.4,50.7,51.6,163.3,309.3,259.4,323.4,58.2,57.0,32.3,1392.8,68.2,121.7,1055.4,147.6,1
4118,17.2,38.6,58.0,21.6,60.0,159.2,342.4,242.9,210.1,11.6,37.0,15.9,1214.5,55.8,139.5,954.6,64.6,1
4119,43.2,32.1,9.9,58.1,63.5,161.3,280.8,407.3,187.4,76.1,48.2,16.7,1384.5,75.3,131.5,1036.7,140.9,1
4120,15.0,23.6,0.0,31.5,65.6,204.1,216.1,304.1,142.2,175.2,40.1,0.0,1217.3,38.6,97.1,866.4,215.2,1
4121,13.7,36.1,49.9,37.9,77.6,223.2,386.4,317.4,92.3,21.3,28.6,17.6,1302.0,49.8,165.4,1019.3,67.5,1
4122,10.2,29.3,0.0,50.2,57.2,229.5,365.6,291.1,199.2,74.9,51.6,15.1,1373.9,39.5,107.4,1085.4,141.6,1
4123,26.9,22.4,26.3,47.3,88.4,199.5,278.1,298.4,312.2,131.9,39.9,1.7,1473.0,49.3,162.0,1088.2,173.5,1
4124,15.8,17.8,86.1,45.5,74.5,76.0,314.2,375.1,256.1,110.5,13.8,17.0,1402.2,33.6,206.1,1021.3,141.2,1
4125,10.2,20.9,29.8,28.5,45.0,156.2,381.9,262.9,248.1,76.3,13.2,11.6,1284.6,31.1,103.3,1049.1,101.2,1
4126,33.9,0.0,9.8,38.4,99.4,301.7,354.2,180.9,202.8,76.4,36.0,13.6,1347.2,33.9,147.6,1039.7,126.0,1
4127,35.0,24.9,29.0,45.0,24.0,195.6,192.6,339.0,208.7,38.1,51.1,16.3,1199.4,60.0,98.0,935.9,105.5,0
